ranking,name,producer,revenue,year
12050,Dealin' With Idiots,IFC,"$17,909",2013
12051,The Missing Person,Strand,"$17,896",2009
12052,The World Unseen,Reg.,"$17,808",2008
12053,4:44: Last Day on Earth,IFC,"$17,801",2012
12054,Purple Butterfly,Palm,"$17,790",2004
12055,Spookies,SVS,"$17,785",1987
12056,Dear Jesse,Cow.,"$17,744",1998
12057,Little Birds,MNE,"$17,739",2012
12058,The Other One,Indic.,"$17,727",2015
12059,Kelly & Cal,IFC,"$17,702",2014
12060,"Comrades, Almost a Love Story",Rim,"$17,676",1998
12061,Mental,Da.,"$17,669",2013
12062,Molly,MGM,"$17,650",1999
12063,The History of Future Folk,Vari.,"$17,646",2013
12064,Night at the Golden Eagle,Key.,"$17,643",2002
12065,The New Twenty,Argo.,"$17,625",2009
12066,"Milwaukee, Minnesota",Tar.,"$17,528",2005
12067,Sunset Story,Vita.,"$17,508",2005
12068,Trash,FCW,"$17,484",2015
12069,5 Days of War,Anch.,"$17,479",2011
12070,Strangerland,Alc,"$17,472",2015
12071,Adventures of Power,Vari.,"$17,419",2009
12072,The Days of Nick Drake,Roxie,"$17,384",2002
12073,Mighty Peking Man (Re-issue),Cow.,"$17,368",1999
12074,Bitch Slap,Free,"$17,365",2010
12075,Transfixed,Pict.,"$17,361",2004
12076,The Law (re-release),Osci.,"$17,351",2010
12077,Film Geek,FRun,"$17,341",2006
12078,Littlerock,Vari.,"$17,309",2011
12079,The Homestretch,KF,"$17,306",2014
12080,Ever Again,RM,"$17,304",2006
12081,Archie's Final Project,Rocket,"$17,282",2011
12082,Stand Clear of the Closing Doors,Osci.,"$17,282",2014
12083,The Great Water,Pict.,"$17,257",2005
12084,Speedway Junky,Reg.,"$17,246",2001
12085,A Real Young Girl,CinV,"$17,245",2001
12086,Baby Blues,N/A,"$17,234",2008
12087,Violet & Daisy,Cdgm.,"$17,186",2013
12088,2by4,Strand,"$17,162",1999
12089,Accident,Rialto,"$17,161",2014
12090,Fast Food Fast Women,Lot47,"$17,131",2001
12091,Le Pont du Nord (2013 re-release),FDesk,"$17,110",2013
12092,Grandmaster,UTV,"$17,077",2012
12093,Great Museum,KL,"$17,048",2015
12094,The Reflecting Skin,Mira.,"$17,042",1991
12095,The Understudy,Indic.,"$17,036",2012
12096,The Prophet's Son,SBE,"$16,983",2012
12097,Mia and the Migoo,GK,"$16,975",2011
12098,Cold Comes the Night,Gold.,"$16,971",2014
12099,Eban and Charley,Pict.,"$16,918",2001
12100,Carbon Nation,CWM,"$16,901",2010
12101,April Showers,Cdgm.,"$16,880",2009
12102,Hank and Asha,FR,"$16,878",2014
12103,Eastern Boys,FRun,"$16,831",2015
12104,Dark Streets,Gold.,"$16,815",2008
12105,Holding Trevor,Reg.,"$16,814",2008
12106,Hidden in Plain Sight,7Art,"$16,803",2003
12107,7 Dias,Xen.,"$16,791",2007
12108,Smooth Talk,Spec.,"$16,785",1985
12109,Balseros,7Art,"$16,783",2003
12110,Night Across the Street,CGld,"$16,778",2013
12111,Extraction,LGP,"$16,775",2015
12112,Eva,Wein.,"$16,738",2015
12113,Inventing Our Life: The Kibbutz Experiment,FRun,"$16,734",2012
12114,Burning Bush,KL,"$16,731",2014
12115,Medea,Fct.,"$16,714",2003
12116,As I Lay Dying,MNE,"$16,697",2013
12117,This Changes Everything,Abr.,"$16,692",2015
12118,Syndromes and a Century,Strand,"$16,675",2007
12119,Fascination,MGM,"$16,670",2005
12120,Day Zero,First,"$16,659",2008
12121,The World of Kanako,Drft.,"$16,627",2015
12122,The Freebie,P4,"$16,613",2010
12123,Who Took Johnny,Rum.,"$16,595",2015
12124,American Cannibal,Life,"$16,566",2007
12125,Life in a Walk,Gathr,"$16,557",2015
12126,Noise,Think,"$16,513",2008
12127,A Fine Romance,Castle,"$16,497",1992
12128,The Last Mogul,Think,"$16,469",2005
12129,Genesis,Think,"$16,413",2005
12130,Mumbai Meri Jaan,UTV,"$16,407",2008
12131,Magician: The Astonishing Life and Work of Orson Welles,Cohen,"$16,400",2014
12132,Splinterheads,Pala.,"$16,392",2009
12133,Design is One,FRun,"$16,386",2013
12134,April's Shower,Reg.,"$16,377",2006
12135,The Amateurs,First,"$16,334",2007
12136,Breathing Room,Arro.,"$16,299",1996
12137,Faster (2004),Slam,"$16,265",2004
12138,Cautiva,L/Z,"$16,259",2006
12139,Onmyoji,Pio.,"$16,234",2003
12140,I Like Killing Flies,Think,"$16,214",2006
12141,Perfect Opposites,MAC,"$16,201",2004
12142,Coldblooded,IRS,"$16,198",1995
12143,It's Easier for a Camel,NYer,"$16,150",2004
12144,Teddy Bear,FM,"$16,138",2012
12145,Look,Vita.,"$16,136",2007
12146,No Restraint,IFC,"$16,136",2006
12147,When Father Was Away on Business,Can.,"$16,131",1985
12148,Return (2012),Da.,"$16,124",2012
12149,Tennessee,Viv.,"$16,100",2009
12150,Levitated Mass,FRun,"$16,086",2014
12151,London Boulevard,IFC,"$16,075",2011
12152,Time,Life,"$16,070",2007
12153,Alps,KL,"$16,057",2012
12154,Out of the Clear Blue Sky,A23,"$16,050",2013
12155,Night of Henna,Illm.,"$16,027",2005
12156,Storm,FM,"$16,013",2009
12157,Wattstax: The Special Edition,SRep,"$16,000",2003
12158,Patience (After Sebald),CGld,"$15,941",2012
12159,Vulgar,Lions,"$15,927",2002
12160,Home (2009 French movie),Lorb.,"$15,925",2009
12161,$upercapitalist,Truly,"$15,919",2012
12162,Can You Dig This,Gathr,"$15,909",2015
12163,Bobby G. Can't Swim,Gabri.,"$15,900",2002
12164,This Binary Universe,Indic.,"$15,875",2012
12165,Ten Benny,AL,"$15,843",1998
12166,Private,Arab,"$15,811",2005
12167,Anchor Baby,AGF,"$15,790",2011
12168,Take Me Home,Mont.,"$15,760",2012
12169,Sleeping Dogs Lie,IDP,"$15,745",2006
12170,Full Moon in Paris,FM,"$15,726",2015
12171,Michael (2012),Strand,"$15,715",2012
12172,Jumpin' at the Boneyard,Fox,"$15,706",1992
12173,People Say I'm Crazy,Palo,"$15,679",2004
12174,Five Minutes of Heaven,IFC,"$15,676",2009
12175,Rubin & Ed,IRS,"$15,675",1992
12176,Quill: The Life of a Guide Dog,MBox,"$15,674",2012
12177,Esmeralda Comes by Night,FL,"$15,671",1998
12178,A Letter to True,Zeit.,"$15,635",2004
12179,7th Street,PAc.,"$15,629",2003
12180,Eden (2008),LibE,"$15,611",2008
12181,Quiet City,600W,"$15,610",2007
12182,Number One Fan,Distrib.,"$15,549",2015
12183,Born Romantic,UA,"$15,545",2001
12184,Six in Paris (re-issue),NYer,"$15,532",2008
12185,Evil,Magn.,"$15,530",2006
12186,Bomb the System,Palm,"$15,520",2005
12187,Save the Green Planet!,Koch,"$15,516",2005
12188,Last Dance (2002),FRun,"$15,515",2002
12189,Dreamkiller,Del.,"$15,514",2010
12190,Cthulhu,Reg.,"$15,513",2008
12191,Blood Red,Hemd,"$15,510",1989
12192,One Bright Shining Moment: The Forgotten Summer of George McGovern,FRun,"$15,504",2005
12193,Spanish Fly,Mira.,"$15,503",1999
12194,The Oyster Farmer,CGld,"$15,456",2005
12195,California Solo,Strand,"$15,433",2012
12196,Pipe Dream,Castle,"$15,430",2002
12197,Formula 17,Strand,"$15,427",2005
12198,The Beautiful Truth,Libre,"$15,387",2008
12199,Dumbstruck,Truly,"$15,379",2011
12200,A Little Bit of Heaven,MNE,"$15,375",2012
12201,Memories of Murder,Palm,"$15,357",2005
12202,Wild Side,Wells,"$15,355",2005
12203,No Regret,Reg.,"$15,347",2008
12204,Full-Tilt Boogie,Mira.,"$15,313",1998
12205,Only the Young,Osci.,"$15,312",2012
12206,Seaside,FRun,"$15,290",2003
12207,Harry and Max,TLA,"$15,247",2005
12208,Descent,CityL,"$15,233",2007
12209,Off the Lip,Hann.,"$15,217",2004
12210,The Apple,NYer,"$15,207",1999
12211,All Hat,All.,"$15,198",2008
12212,Glory Daze,7Art,"$15,134",1996
12213,17 Girls,Strand,"$15,123",2012
12214,Nora,And.,"$15,120",2001
12215,Kung Fu Joe,Indic.,"$15,120",2012
12216,El Inmigrante,Indic.,"$15,100",2007
12217,Trade of Innocents,Mont.,"$15,091",2012
12218,Khachaturian,7Art,"$15,084",2003
12219,Drive,MEI,"$15,084",1992
12220,The Education of Charlie Banks,Anch.,"$15,078",2009
12221,Cheatin',Ply,"$15,077",2015
12222,Barefoot,RAtt.,"$15,071",2014
12223,"Blood, Guts, Bullets & Octane",Lions,"$15,035",1999
12224,I'm Not Jesus Mommy,FDem,"$15,005",2011
12225,The Tenant (2011),Indic.,"$15,003",2011
12226,My First Wedding,Indic.,"$14,982",2006
12227,Hannari - Geisha Modern,Saku.,"$14,974",2006
12228,Zombeavers,Free,"$14,947",2015
12229,I Declare War,Drft.,"$14,928",2013
12230,Dry Cleaning,Strand,"$14,919",1999
12231,Millennium Mambo,Palm,"$14,904",2003
12232,Ong Bak 3,Magn.,"$14,890",2011
12233,Chocolate,Magn.,"$14,845",2009
12234,Jayne Mansfield's Car,Anch.,"$14,836",2013
12235,A Tale of Two Pizzas,CCr.,"$14,831",2005
12236,Reeseville,Inn.,"$14,824",2004
12237,Horses of God,KL,"$14,817",2014
12238,Remember You,CJ,"$14,814",2016
12239,Last Passenger,Cohen,"$14,806",2014
12240,Shem,HP,"$14,804",2006
12241,Gabo: The Creation of Gabriel Garcia Marquez,Icar.,"$14,796",2015
12242,The Break,Castle,"$14,760",1998
12243,Kiss of the Damned,Magn.,"$14,752",2013
12244,Lion's Den,Strand,"$14,739",2009
12245,Two Ninas,Castle,"$14,725",2001
12246,Gloria (2015),PH,"$14,701",2015
12247,30 Beats,RAtt.,"$14,693",2012
12248,Circus,Sony,"$14,693",2000
12249,La Cucaracha,Wht.,"$14,692",1999
12250,10 Days in a Madhouse,CafeP,"$14,616",2015
12251,Unraveled,GD,"$14,615",2012
12252,The Next Big Thing,Castle,"$14,600",2002
12253,Buzzard,Osci.,"$14,591",2015
12254,Tristana (2012 re-release),Cohen,"$14,586",2012
12255,Silent Night,Anch.,"$14,567",2012
12256,Armadillo,Lorb.,"$14,566",2011
12257,The Human Centipede 3 (Final Sequence),IFC,"$14,562",2015
12258,The Settlers,FRun,"$14,556",2002
12259,Lamb (2016),Orch.,"$14,547",2016
12260,Wall,Life,"$14,541",2005
12261,Hard Core Logo,Cow.,"$14,540",1998
12262,Who Killed Bambi?,Strand,"$14,532",2004
12263,Carmen Miranda: Bananas Is My Business,IntC,"$14,528",1995
12264,The Ox,Castle,"$14,513",1992
12265,Never Forever,ArtsA,"$14,485",2008
12266,Fallen Idol: The Yuri Gagarin Conspiracy,Indic.,"$14,471",2009
12267,The 24th Day,Scre.,"$14,460",2004
12268,The Two Escobars,ARF,"$14,457",2010
12269,Opal Dream,Strand,"$14,443",2006
12270,Kabei,Strand,"$14,416",2009
12271,Space Dogs 3D,EpicPics,"$14,408",2012
12272,The Unbelievers,CM,"$14,400",2013
12273,A Silent Love,Atop.,"$14,389",2004
12274,The Journey of August King,Mira.,"$14,381",1995
12275,The Anarchist Cookbook,Inn.,"$14,369",2003
12276,Peep World,IFC,"$14,351",2011
12277,A Wedding Invitation,CJ,"$14,350",2013
12278,Desert Bayou,Libre,"$14,350",2007
12279,Exhibition,KL,"$14,344",2014
12280,Savior,Lions,"$14,328",1998
12281,Amos Kolleck's Bad Girls,Castle,"$14,320",1994
12282,Daddy Cool,AdL.,"$14,319",2009
12283,The Devil's Miner,FRun,"$14,289",2006
12284,A Modern Affair,Tara,"$14,286",1996
12285,It Always Rains on Sunday (re-issue),Rialto,"$14,276",2008
12286,Full of It,NL,"$14,273",2007
12287,Never Stand Still: Dancing at Jacob's Pillow,FRun,"$14,272",2012
12288,Nobody (2009),N/A,"$14,271",2009
12289,Military Intelligence and You!,AnyR,"$14,251",2008
12290,Saheb Biwi Aur Gangster,UTV,"$14,231",2011
12291,Crutch,Illm.,"$14,189",2004
12292,Splinter (2008),Magn.,"$14,154",2008
12293,Carmen & Geoffrey,FRun,"$14,130",2009
12294,We Won't Grow Old Together (2012 re-release),FDesk,"$14,104",2012
12295,Gayby,TFC,"$14,062",2012
12296,Ripple Effect,Mont.,"$14,059",2008
12297,6 Month Rule,SIP,"$14,057",2012
12298,Head Games,Vari.,"$14,056",2012
12299,Lights in the Dusk,Strand,"$14,056",2007
12300,GhettoPhysics: Will the Real Pimps and Hos Please Stand Up?,Gold.,"$14,034",2010
12301,Justice Is Mind,TAT,"$14,024",2013
12302,Love and Money,Par.,"$14,009",1982
12303,Il Futuro,Strand,"$14,001",2013
12304,I'm Losing You,Strand,"$13,996",1999
12305,Marebito,Tar.,"$13,983",2005
12306,The Prey,Cohen,"$13,959",2013
12307,Planet of Snail,CGld,"$13,957",2012
12308,And Then Came Love,FoxM,"$13,944",2007
12309,Up for Grabs,L/Z,"$13,931",2005
12310,This is Martin Bonner,Mont.,"$13,888",2013
12311,Cut Sleeve Boys,Reg.,"$13,875",2007
12312,Falling Away,Indic.,"$13,869",2012
12313,The Protagonist,IFC,"$13,850",2007
12314,Live Free or Die,Think,"$13,836",2007
12315,Sympathy for Delicious,Maya,"$13,826",2011
12316,13 Sins,RTWC,"$13,809",2014
12317,Poultrygeist: Night of the Chicken Dead,Troma,"$13,804",2008
12318,The Times of Harvey Milk (re-issue),NYer,"$13,801",2000
12319,Goodbye To All That,IFC,"$13,790",2014
12320,The Pretty One,Da.,"$13,769",2014
12321,The Day He Arrives,CGld,"$13,746",2012
12322,Dorfman in Love,BSM,"$13,737",2013
12323,The Architect,Magn.,"$13,737",2006
12324,Don McKay,Imag.,"$13,722",2010
12325,Full Grown Men,Emr.,"$13,716",2008
12326,Who the #$&% Is Jackson Pollock,PicH,"$13,710",2006
12327,Love for Sale: Suely in the Sky,Strand,"$13,703",2007
12328,Amour Fou,FM,"$13,702",2015
12329,Daisies (2012 re-release),Jan.,"$13,692",2012
12330,Laila's Birthday,Kino,"$13,689",2009
12331,The Law in These Parts,CGld,"$13,683",2012
12332,Tosca's Kiss (2014 re-release),Icar.,"$13,670",2014
12333,Poison Friends,Strand,"$13,665",2007
12334,Soft Fruit,FoxS,"$13,654",2000
12335,Convicts,MCE,"$13,623",1991
12336,Fifi Howls From Happiness,MBox,"$13,614",2014
12337,When the Iron Bird Flies,AM,"$13,598",2012
12338,Reuniting the Rubins,Mont.,"$13,569",2012
12339,Eli,Eros,"$13,547",2015
12340,Dysfunctional Friends,DTP,"$13,546",2012
12341,Paper Man,MPI,"$13,514",2010
12342,Duane Hopwood,IFC,"$13,510",2005
12343,Handsome Harry,Pala.,"$13,500",2010
12344,The Monk,ATO,"$13,472",2013
12345,Looking for an Echo,Reg.,"$13,465",2000
12346,The Escapist,IFC,"$13,439",2009
12347,One Day Pina Asked...,Icar.,"$13,434",2014
12348,Benda Bilili!,NGE,"$13,420",2011
12349,The Slaughter Rule,Cow.,"$13,411",2003
12350,War of the Worlds: Goliath,BCMG,"$13,385",2014
12351,Citadel,Cdgm.,"$13,377",2012
12352,A Long Way Down,Magn.,"$13,347",2014
12353,One Last Thing...,Magn.,"$13,334",2006
12354,Hugo Pool,N.Arts,"$13,330",1997
12355,"Yes Nurse, No Nurse",Reg.,"$13,325",2004
12356,Violet Tendencies,Embr.,"$13,304",2010
12357,Camp X-Ray,IFC,"$13,302",2014
12358,Sherman's Way,ICir,"$13,282",2009
12359,The Specials,Reg.,"$13,276",2000
12360,Kicking It,LibE,"$13,266",2008
12361,Days and Nights,IFC,"$13,243",2014
12362,Harold,CityL,"$13,229",2008
12363,Red Obsession,A23,"$13,199",2013
12364,Blind Mountain,Kino,"$13,164",2008
12365,La Mentale: The Code,IDP,"$13,152",2004
12366,Sol LeWitt,Icar.,"$13,146",2014
12367,The Pleasures of Being Out of Step,FRun,"$13,137",2014
12368,Red Surf,AcdE,"$13,136",1990
12369,All Things Fair,PFM,"$13,128",1996
12370,The Trouble with Bliss,7A,"$13,093",2012
12371,Under the Boardwalk: The Monopoly Story,Tost.,"$13,080",2011
12372,The Winners,First,"$13,066",1999
12373,Nothing But a Man (2012 re-release),APD/C,"$13,063",2012
12374,My Mexican Shivah,Emr.,"$13,042",2008
12375,Dog Days,Leis.,"$13,031",2003
12376,Jim (2010),A23,"$13,015",2010
12377,"How Much Does Your Building Weigh, Mr. Foster?",FRun,"$13,013",2012
12378,Norwegian Wood,RF,"$13,000",2012
12379,Raja,FM,"$13,000",2004
12380,Leap Year (2011),Strand,"$12,979",2011
12381,Bloodworth,Gold.,"$12,971",2011
12382,Skid Marks,Divr.,"$12,959",2007
12383,K2: Siren of the Himalayas,FRun,"$12,959",2014
12384,Little Boy Blue,Castle,"$12,958",1998
12385,Puss in Boots (1988),Can.,"$12,951",1988
12386,The World According to Shorts,NYer,"$12,908",2006
12387,A Green Story,Indic.,"$12,901",2013
12388,Alien Abduction,IFC,"$12,897",2014
12389,Rock Bottom,Wrin.,"$12,890",2007
12390,J'entends plus la guitare,FDesk,"$12,876",2008
12391,I Trust You to Kill Me,FInd.,"$12,854",2006
12392,The Art of Being Straight,Reg.,"$12,831",2009
12393,Children Underground,Cmx.,"$12,798",2001
12394,Christmas at Maxwell's,Aloha,"$12,781",2006
12395,Lake City,Scre.,"$12,767",2008
12396,Yakuza Apocalypse,Gold.,"$12,756",2015
12397,Diamond's Edge,Castle,"$12,751",1990
12398,Virginia,EOne,"$12,728",2012
12399,War of the Buttons,WB,"$12,712",1995
12400,Cobra Verde (re-issue),518,"$12,702",2007
12401,The Time Guardian,Hemd,"$12,682",1989
12402,Concerning Violence,KL,"$12,680",2014
12403,Special ID,WGUSA,"$12,666",2014
12404,Backstage (2006),Strand,"$12,663",2006
12405,Autumn,Truly,"$12,655",2006
12406,August,First,"$12,636",2008
12407,Bhopal: A Prayer for Rain,Rvl,"$12,628",2014
12408,Lansdown,Outr.,"$12,614",2002
12409,Gory Gory Hallelujah,Indic.,"$12,604",2005
12410,Freestyle: The Art of Rhyme,Palm,"$12,600",2004
12411,Buddy Boy,FL,"$12,597",2000
12412,Boy Meets Girl,CFilms,"$12,589",2014
12413,Around June,Indic.,"$12,578",2012
12414,Dial M for Murder,WB,"$12,562",1954^
12415,Daltry Calhoun,Mira.,"$12,551",2005
12416,"The Photographer, His Wife, Her Lover",Icar.,"$12,546",2006
12417,Jake's Corner,Emr.,"$12,522",2008
12418,Hit Me,Castle,"$12,500",1998
12419,"10,000 Km",BG,"$12,423",2015
12420,For Ellen,Trib.,"$12,396",2012
12421,America the Beautiful 2: The Thin Commandments,PMKBNC,"$12,366",2011
12422,Rebirth,Osci.,"$12,358",2011
12423,Grassroots,Gold.,"$12,356",2012
12424,Spin (2004),Inn.,"$12,355",2004
12425,Storefront Hitchcock,Mira.,"$12,355",1998
12426,Backseat,Truly,"$12,343",2008
12427,The Dust Factory,MGM,"$12,311",2004
12428,Full Battle Rattle,MEnd,"$12,306",2008
12429,Big Ain't Bad,BAB,"$12,288",2004
12430,The Armor of Light,FFS,"$12,267",2015
12431,Wa-shoku: Beyond Sushi,UTMW,"$12,240",2015
12432,The Living Wake,Mang.,"$12,232",2010
12433,True Friends,2Gen,"$12,231",1998
12434,The Selfish Giant,IFC,"$12,189",2013
12435,China Blue,Argo.,"$12,185",2007
12436,Unknown Pleasures,NYer,"$12,184",2003
12437,Touch the Wall,TTW,"$12,156",2014
12438,Shahid,UTV,"$12,153",2013
12439,Wolves,KE,"$12,139",2014
12440,Back Door Channels,FKF,"$12,139",2011
12441,"If I Want to Whistle, I Whistle",FM,"$12,135",2011
12442,In No Great Hurry: 13 Lessons in Life with Saul Leiter,mTuck,"$12,133",2014
12443,Yosemite,Mont.,"$12,124",2016
12444,The Last Broadcast,Wvl.,"$12,097",1998
12445,The Kids Grow Up,Shad.,"$12,095",2010
12446,Little England,Crnth,"$12,077",2015
12447,Close Call,Prm,"$12,077",2004
12448,Sex Positive,Reg.,"$12,069",2009
12449,Dreaming of Joseph Lees,FoxS,"$12,044",1999
12450,Defamation,FRun,"$12,038",2009
12451,The French Minister,IFC,"$12,027",2014
12452,Lost Angels: Skid Row is My Home,Libre,"$12,025",2012
12453,Picture Me,Strand,"$12,008",2010
12454,The Vindicator,N/A,"$12,000",1986
12455,Shaye & Kiki,Indic.,"$12,000",2002
12456,Deep Gold,BFA,"$12,000",2011
12457,Rick,Vita.,"$11,991",2004
12458,The Legend of Leigh Bowery,Palm,"$11,989",2003
12459,All Babes Want to Kill Me,HCF,"$11,975",2005
12460,Last Stop for Paul,Mndt,"$11,951",2008
12461,The Go-Getter,PArch,"$11,931",2008
12462,Yellow Asphalt,NYer,"$11,907",2002
12463,In the Fog,Strand,"$11,894",2013
12464,Of Horses and Men,MBox,"$11,894",2015
12465,Vengeance Is Mine (re-issue),Jan.,"$11,891",2007
12466,New York in the 50's,Avat.,"$11,882",2001
12467,Smokers Only,Strand,"$11,871",2002
12468,Quid Pro Quo,Magn.,"$11,864",2008
12469,Revenge of the Mekons,MBox,"$11,861",2014
12470,Far From Home,Vest,"$11,859",1989
12471,Contre-Enquete,All.,"$11,846",2008
12472,Janice Beard,Emp.,"$11,816",2002
12473,Emptying the Skies,MBox,"$11,811",2015
12474,Woman Is the Future of Man,NYer,"$11,807",2006
12475,Chelsea on the Rocks,Aliq.,"$11,799",2009
12476,The Dry Land,Free,"$11,777",2010
12477,Falcon Rising,Free,"$11,774",2014
12478,Blockade,Icar.,"$11,750",2007
12479,Rid of Me,SD,"$11,740",2011
12480,Writer of O,Zeit.,"$11,728",2005
12481,Marie's Story,FM,"$11,720",2015
12482,White Wedding,Da.,"$11,710",2010
12483,Hell's Kitchen,Cow.,"$11,710",1999
12484,One Peace at a Time,Mont.,"$11,698",2009
12485,Breaking Up,WB,"$11,690",1997
12486,My Voyage to Italy,Mira.,"$11,683",2001
12487,Pontiac Moon,Par.,"$11,669",1994
12488,Salt of this Sea,Lorb.,"$11,662",2010
12489,Home Is Where the Hart Is,Atl,"$11,660",1987
12490,Charlie Countryman,MNE,"$11,650",2013
12491,36 Saints,AFP,"$11,640",2013
12492,Life of Riley,KL,"$11,616",2014
12493,Angels in the Dust,Libre,"$11,606",2007
12494,Living is Easy with Eyes Closed,Outs,"$11,600",2014
12495,Operation Filmmaker,Icar.,"$11,573",2008
12496,Crop Circles: Quest for Truth,Open,"$11,562",2002
12497,Intoxicating,RA,"$11,560",2004
12498,East of Havana,BMG,"$11,550",2007
12499,Kidnapping of Michel Houellebecq,KL,"$11,546",2015
12500,Ultrasuede,Trib.,"$11,539",2012
12501,After the Cup: Sons of Sakhnin United,Vari.,"$11,538",2010
12502,"Rabin, the Last Day",KL,"$11,536",2016
12503,Girl Play,Wlfe.,"$11,523",2005
12504,Elektra Luxx,Gold.,"$11,514",2011
12505,Regression,W/Dim.,"$11,500",2016
12506,You're Not You,EOne,"$11,486",2014
12507,Manfast,HGS,"$11,480",2003
12508,Waltzing Anna,KMG,"$11,455",2006
12509,Whole New Thing,Pict.,"$11,445",2007
12510,The Taqwacores,Strand,"$11,445",2010
12511,Sputnik Mania,Bal.,"$11,441",2008
12512,Gardens of the Night,CityL,"$11,436",2008
